replicate,pop,gen,prefS,Fis,selModel
7,STL,4,0.2,-0.5077,hetIncompLocusPref
7,STM,4,0.2,-0.1964,hetIncompLocusPref
7,STH,4,0.2,-0.3425,hetIncompLocusPref
7,STL,5,0.2,-0.4848,hetIncompLocusPref
7,STM,5,0.2,-0.2379,hetIncompLocusPref
7,STH,5,0.2,-0.225,hetIncompLocusPref
7,STL,6,0.2,-0.2895,hetIncompLocusPref
7,STM,6,0.2,-0.2379,hetIncompLocusPref
7,STH,6,0.2,-0.1136,hetIncompLocusPref
7,STL,7,0.2,-0.2564,hetIncompLocusPref
7,STM,7,0.2,-0.2727,hetIncompLocusPref
7,STH,7,0.2,-0.1951,hetIncompLocusPref
7,STL,8,0.2,-0.1951,hetIncompLocusPref
7,STM,8,0.2,-0.225,hetIncompLocusPref
7,STH,8,0.2,-0.1951,hetIncompLocusPref
7,STL,9,0.2,-0.1667,hetIncompLocusPref
7,STM,9,0.2,-0.1807,hetIncompLocusPref
7,STH,9,0.2,-0.2099,hetIncompLocusPref
7,STL,10,0.2,-0.1264,hetIncompLocusPref
7,STM,10,0.2,-0.2099,hetIncompLocusPref
7,STH,10,0.2,-0.1529,hetIncompLocusPref
7,STL,11,0.2,-0.1136,hetIncompLocusPref
7,STM,11,0.2,-0.1667,hetIncompLocusPref
7,STH,11,0.2,-0.1136,hetIncompLocusPref
7,STL,12,0.2,-0.053,hetIncompLocusPref
7,STM,12,0.2,-0.0652,hetIncompLocusPref
7,STH,12,0.2,-0.1011,hetIncompLocusPref
7,STL,13,0.2,-0.1951,hetIncompLocusPref
7,STM,13,0.2,-0.0889,hetIncompLocusPref
7,STH,13,0.2,-0.1011,hetIncompLocusPref
7,STL,14,0.2,-0.1667,hetIncompLocusPref
7,STM,14,0.2,-0.0426,hetIncompLocusPref
7,STH,14,0.2,-0.0426,hetIncompLocusPref
7,STL,15,0.2,-0.1529,hetIncompLocusPref
7,STM,15,0.2,-0.0103,hetIncompLocusPref
7,STH,15,0.2,-0.0426,hetIncompLocusPref
7,STL,16,0.2,-0.1951,hetIncompLocusPref
7,STM,16,0.2,0,hetIncompLocusPref
7,STH,16,0.2,-0.0889,hetIncompLocusPref
7,STL,17,0.2,-0.2895,hetIncompLocusPref
7,STM,17,0.2,-0.0316,hetIncompLocusPref
7,STH,17,0.2,-0.1264,hetIncompLocusPref
7,STL,18,0.2,-0.1667,hetIncompLocusPref
7,STM,18,0.2,-0.0316,hetIncompLocusPref
7,STH,18,0.2,-0.0769,hetIncompLocusPref
7,STL,19,0.2,-0.225,hetIncompLocusPref
7,STM,19,0.2,-0.0426,hetIncompLocusPref
7,STH,19,0.2,-0.0769,hetIncompLocusPref
7,STL,20,0.2,-0.1529,hetIncompLocusPref
7,STM,20,0.2,-0.0316,hetIncompLocusPref
7,STH,20,0.2,-0.1011,hetIncompLocusPref
8,STL,1,0.2,-1,hetIncompLocusPref
8,STM,1,0.2,-1,hetIncompLocusPref
8,STH,1,0.2,-1,hetIncompLocusPref
8,STL,2,0.2,-0.4177,hetIncompLocusPref
8,STM,2,0.2,-0.2775,hetIncompLocusPref
8,STH,2,0.2,-0.4627,hetIncompLocusPref
8,STL,3,0.2,-0.2564,hetIncompLocusPref
8,STM,3,0.2,-0.3243,hetIncompLocusPref
8,STH,3,0.2,-0.3067,hetIncompLocusPref
8,STL,4,0.2,-0.1264,hetIncompLocusPref
8,STM,4,0.2,-0.2895,hetIncompLocusPref
8,STH,4,0.2,-0.1951,hetIncompLocusPref
8,STL,5,0.2,-0.1529,hetIncompLocusPref
8,STM,5,0.2,-0.2895,hetIncompLocusPref
8,STH,5,0.2,-0.2727,hetIncompLocusPref
8,STL,6,0.2,-0.1136,hetIncompLocusPref
8,STM,6,0.2,-0.3611,hetIncompLocusPref
8,STH,6,0.2,-0.2564,hetIncompLocusPref
8,STL,7,0.2,-0.1951,hetIncompLocusPref
8,STM,7,0.2,-0.3067,hetIncompLocusPref
8,STH,7,0.2,-0.176,hetIncompLocusPref
8,STL,8,0.2,-0.225,hetIncompLocusPref
8,STM,8,0.2,-0.225,hetIncompLocusPref
8,STH,8,0.2,-0.1951,hetIncompLocusPref
8,STL,9,0.2,-0.1807,hetIncompLocusPref
8,STM,9,0.2,-0.1136,hetIncompLocusPref
8,STH,9,0.2,-0.1667,hetIncompLocusPref
8,STL,10,0.2,-0.1395,hetIncompLocusPref
8,STM,10,0.2,-0.1011,hetIncompLocusPref
8,STH,10,0.2,-0.1264,hetIncompLocusPref
8,STL,11,0.2,-0.1264,hetIncompLocusPref
8,STM,11,0.2,-0.0769,hetIncompLocusPref
8,STH,11,0.2,-0.0426,hetIncompLocusPref
8,STL,12,0.2,-0.1264,hetIncompLocusPref
8,STM,12,0.2,0.3,hetIncompLocusPref
8,STH,12,0.2,-0.0426,hetIncompLocusPref
8,STL,13,0.2,-0.1951,hetIncompLocusPref
8,STM,13,0.2,-0.0652,hetIncompLocusPref
8,STH,13,0.2,-0.0538,hetIncompLocusPref
8,STL,14,0.2,-0.1136,hetIncompLocusPref
8,STM,14,0.2,-0.0426,hetIncompLocusPref
8,STH,14,0.2,-0.0316,hetIncompLocusPref
8,STL,15,0.2,-0.1807,hetIncompLocusPref
8,STM,15,0.2,0,hetIncompLocusPref
8,STH,15,0.2,-0.1011,hetIncompLocusPref
8,STL,16,0.2,-0.1807,hetIncompLocusPref
8,STM,16,0.2,0,hetIncompLocusPref
8,STH,16,0.2,-0.0769,hetIncompLocusPref
8,STL,17,0.2,-0.1136,hetIncompLocusPref
8,STM,17,0.2,-0.0103,hetIncompLocusPref
8,STH,17,0.2,-0.0316,hetIncompLocusPref
8,STL,18,0.2,-0.1951,hetIncompLocusPref
8,STM,18,0.2,-0.0208,hetIncompLocusPref
8,STH,18,0.2,-0.0538,hetIncompLocusPref
8,STL,19,0.2,-0.1667,hetIncompLocusPref
8,STM,19,0.2,-0.0316,hetIncompLocusPref
8,STH,19,0.2,-0.0889,hetIncompLocusPref
8,STL,20,0.2,-0.1667,hetIncompLocusPref
8,STM,20,0.2,-0.0316,hetIncompLocusPref
8,STH,20,0.2,-0.0769,hetIncompLocusPref
9,STL,1,0.2,-1,hetIncompLocusPref
9,STM,1,0.2,-1,hetIncompLocusPref
9,STH,1,0.2,-1,hetIncompLocusPref
