replicate,pop,gen,prefS,H0,selModel
7,STM,8,0.6,0.32,disIncompLocusPref
7,STH,8,0.6,0.54,disIncompLocusPref
7,STL,9,0.6,0.48,disIncompLocusPref
7,STM,9,0.6,0.34,disIncompLocusPref
7,STH,9,0.6,0.38,disIncompLocusPref
7,STL,10,0.6,0.44,disIncompLocusPref
7,STM,10,0.6,0.38,disIncompLocusPref
7,STH,10,0.6,0.54,disIncompLocusPref
7,STL,11,0.6,0.48,disIncompLocusPref
7,STM,11,0.6,0.42,disIncompLocusPref
7,STH,11,0.6,0.44,disIncompLocusPref
7,STL,12,0.6,0.32,disIncompLocusPref
7,STM,12,0.6,0.46,disIncompLocusPref
7,STH,12,0.6,0.48,disIncompLocusPref
7,STL,13,0.6,0.36,disIncompLocusPref
7,STM,13,0.6,0.36,disIncompLocusPref
7,STH,13,0.6,0.34,disIncompLocusPref
7,STL,14,0.6,0.42,disIncompLocusPref
7,STM,14,0.6,0.38,disIncompLocusPref
7,STH,14,0.6,0.38,disIncompLocusPref
7,STL,15,0.6,0.38,disIncompLocusPref
7,STM,15,0.6,0.44,disIncompLocusPref
7,STH,15,0.6,0.38,disIncompLocusPref
7,STL,16,0.6,0.32,disIncompLocusPref
7,STM,16,0.6,0.48,disIncompLocusPref
7,STH,16,0.6,0.36,disIncompLocusPref
7,STL,17,0.6,0.44,disIncompLocusPref
7,STM,17,0.6,0.44,disIncompLocusPref
7,STH,17,0.6,0.46,disIncompLocusPref
7,STL,18,0.6,0.3,disIncompLocusPref
7,STM,18,0.6,0.42,disIncompLocusPref
7,STH,18,0.6,0.44,disIncompLocusPref
7,STL,19,0.6,0.3,disIncompLocusPref
7,STM,19,0.6,0.36,disIncompLocusPref
7,STH,19,0.6,0.44,disIncompLocusPref
7,STL,20,0.6,0.36,disIncompLocusPref
7,STM,20,0.6,0.38,disIncompLocusPref
7,STH,20,0.6,0.5,disIncompLocusPref
8,STL,1,0.6,1,disIncompLocusPref
8,STM,1,0.6,1,disIncompLocusPref
8,STH,1,0.6,1,disIncompLocusPref
8,STL,2,0.6,0.56,disIncompLocusPref
8,STM,2,0.6,0.54,disIncompLocusPref
8,STH,2,0.6,0.52,disIncompLocusPref
8,STL,3,0.6,0.62,disIncompLocusPref
8,STM,3,0.6,0.66,disIncompLocusPref
8,STH,3,0.6,0.6,disIncompLocusPref
8,STL,4,0.6,0.42,disIncompLocusPref
8,STM,4,0.6,0.58,disIncompLocusPref
8,STH,4,0.6,0.52,disIncompLocusPref
8,STL,5,0.6,0.28,disIncompLocusPref
8,STM,5,0.6,0.44,disIncompLocusPref
8,STH,5,0.6,0.4,disIncompLocusPref
8,STL,6,0.6,0.18,disIncompLocusPref
8,STM,6,0.6,0.34,disIncompLocusPref
8,STH,6,0.6,0.32,disIncompLocusPref
8,STL,7,0.6,0.18,disIncompLocusPref
8,STM,7,0.6,0.34,disIncompLocusPref
8,STH,7,0.6,0.24,disIncompLocusPref
8,STL,8,0.6,0.32,disIncompLocusPref
8,STM,8,0.6,0.36,disIncompLocusPref
8,STH,8,0.6,0.26,disIncompLocusPref
8,STL,9,0.6,0.38,disIncompLocusPref
8,STM,9,0.6,0.26,disIncompLocusPref
8,STH,9,0.6,0.28,disIncompLocusPref
8,STL,10,0.6,0.32,disIncompLocusPref
8,STM,10,0.6,0.3,disIncompLocusPref
8,STH,10,0.6,0.32,disIncompLocusPref
8,STL,11,0.6,0.42,disIncompLocusPref
8,STM,11,0.6,0.28,disIncompLocusPref
8,STH,11,0.6,0.34,disIncompLocusPref
8,STL,12,0.6,0.44,disIncompLocusPref
8,STM,12,0.6,0.36,disIncompLocusPref
8,STH,12,0.6,0.5,disIncompLocusPref
8,STL,13,0.6,0.44,disIncompLocusPref
8,STM,13,0.6,0.3,disIncompLocusPref
8,STH,13,0.6,0.4,disIncompLocusPref
8,STL,14,0.6,0.52,disIncompLocusPref
8,STM,14,0.6,0.36,disIncompLocusPref
8,STH,14,0.6,0.32,disIncompLocusPref
8,STL,15,0.6,0.64,disIncompLocusPref
8,STM,15,0.6,0.46,disIncompLocusPref
8,STH,15,0.6,0.3,disIncompLocusPref
8,STL,16,0.6,0.48,disIncompLocusPref
8,STM,16,0.6,0.46,disIncompLocusPref
8,STH,16,0.6,0.34,disIncompLocusPref
8,STL,17,0.6,0.4,disIncompLocusPref
8,STM,17,0.6,0.4,disIncompLocusPref
8,STH,17,0.6,0.38,disIncompLocusPref
8,STL,18,0.6,0.32,disIncompLocusPref
8,STM,18,0.6,0.42,disIncompLocusPref
8,STH,18,0.6,0.38,disIncompLocusPref
8,STL,19,0.6,0.36,disIncompLocusPref
8,STM,19,0.6,0.32,disIncompLocusPref
8,STH,19,0.6,0.36,disIncompLocusPref
8,STL,20,0.6,0.28,disIncompLocusPref
8,STM,20,0.6,0.3,disIncompLocusPref
8,STH,20,0.6,0.3,disIncompLocusPref
9,STL,1,0.6,1,disIncompLocusPref
9,STM,1,0.6,1,disIncompLocusPref
9,STH,1,0.6,1,disIncompLocusPref
9,STL,2,0.6,0.62,disIncompLocusPref
9,STM,2,0.6,0.64,disIncompLocusPref
9,STH,2,0.6,0.58,disIncompLocusPref
9,STL,3,0.6,0.54,disIncompLocusPref
9,STM,3,0.6,0.5,disIncompLocusPref
9,STH,3,0.6,0.58,disIncompLocusPref
9,STL,4,0.6,0.5,disIncompLocusPref
9,STM,4,0.6,0.46,disIncompLocusPref
9,STH,4,0.6,0.54,disIncompLocusPref
9,STL,5,0.6,0.34,disIncompLocusPref
9,STM,5,0.6,0.3,disIncompLocusPref
9,STH,5,0.6,0.42,disIncompLocusPref
9,STL,6,0.6,0.32,disIncompLocusPref
9,STM,6,0.6,0.44,disIncompLocusPref
9,STH,6,0.6,0.56,disIncompLocusPref
9,STL,7,0.6,0.26,disIncompLocusPref
9,STM,7,0.6,0.6,disIncompLocusPref
9,STH,7,0.6,0.4,disIncompLocusPref
9,STL,8,0.6,0.24,disIncompLocusPref
9,STM,8,0.6,0.52,disIncompLocusPref
9,STH,8,0.6,0.48,disIncompLocusPref
9,STL,9,0.6,0.28,disIncompLocusPref
9,STM,9,0.6,0.36,disIncompLocusPref
9,STH,9,0.6,0.3,disIncompLocusPref
9,STL,10,0.6,0.28,disIncompLocusPref
9,STM,10,0.6,0.5,disIncompLocusPref
9,STH,10,0.6,0.28,disIncompLocusPref
9,STL,11,0.6,0.38,disIncompLocusPref
9,STM,11,0.6,0.52,disIncompLocusPref
9,STH,11,0.6,0.34,disIncompLocusPref
9,STL,12,0.6,0.36,disIncompLocusPref
9,STM,12,0.6,0.38,disIncompLocusPref
9,STH,12,0.6,0.4,disIncompLocusPref
9,STL,13,0.6,0.5,disIncompLocusPref
9,STM,13,0.6,0.38,disIncompLocusPref
9,STH,13,0.6,0.34,disIncompLocusPref
9,STL,14,0.6,0.4,disIncompLocusPref
9,STM,14,0.6,0.48,disIncompLocusPref
9,STH,14,0.6,0.26,disIncompLocusPref
9,STL,15,0.6,0.64,disIncompLocusPref
9,STM,15,0.6,0.36,disIncompLocusPref
9,STH,15,0.6,0.34,disIncompLocusPref
9,STL,16,0.6,0.58,disIncompLocusPref
9,STM,16,0.6,0.38,disIncompLocusPref
9,STH,16,0.6,0.4,disIncompLocusPref
9,STL,17,0.6,0.46,disIncompLocusPref
9,STM,17,0.6,0.44,disIncompLocusPref
9,STH,17,0.6,0.46,disIncompLocusPref
