replicate,pop,gen,prefS,H0,selModel
9,STH,7,0.2,0.2,hetAltLocusPref
9,STL,8,0.2,0.34,hetAltLocusPref
9,STM,8,0.2,0.28,hetAltLocusPref
9,STH,8,0.2,0.18,hetAltLocusPref
9,STL,9,0.2,0.44,hetAltLocusPref
9,STM,9,0.2,0.26,hetAltLocusPref
9,STH,9,0.2,0.16,hetAltLocusPref
9,STL,10,0.2,0.3,hetAltLocusPref
9,STM,10,0.2,0.18,hetAltLocusPref
9,STH,10,0.2,0.22,hetAltLocusPref
9,STL,11,0.2,0.4,hetAltLocusPref
9,STM,11,0.2,0.18,hetAltLocusPref
9,STH,11,0.2,0.16,hetAltLocusPref
9,STL,12,0.2,0.38,hetAltLocusPref
9,STM,12,0.2,0.1,hetAltLocusPref
9,STH,12,0.2,0.04,hetAltLocusPref
9,STL,13,0.2,0.38,hetAltLocusPref
9,STM,13,0.2,0.1,hetAltLocusPref
9,STH,13,0.2,0.02,hetAltLocusPref
9,STL,14,0.2,0.32,hetAltLocusPref
9,STM,14,0.2,0.12,hetAltLocusPref
9,STH,14,0.2,0.02,hetAltLocusPref
9,STL,15,0.2,0.24,hetAltLocusPref
9,STM,15,0.2,0.08,hetAltLocusPref
9,STH,15,0.2,0,hetAltLocusPref
9,STL,16,0.2,0.18,hetAltLocusPref
9,STM,16,0.2,0.12,hetAltLocusPref
9,STH,16,0.2,0,hetAltLocusPref
9,STL,17,0.2,0.16,hetAltLocusPref
9,STM,17,0.2,0.06,hetAltLocusPref
9,STH,17,0.2,0,hetAltLocusPref
9,STL,18,0.2,0.16,hetAltLocusPref
9,STM,18,0.2,0.02,hetAltLocusPref
9,STH,18,0.2,0,hetAltLocusPref
9,STL,19,0.2,0.16,hetAltLocusPref
9,STM,19,0.2,0,hetAltLocusPref
9,STH,19,0.2,0,hetAltLocusPref
9,STL,20,0.2,0.14,hetAltLocusPref
9,STM,20,0.2,0,hetAltLocusPref
9,STH,20,0.2,0,hetAltLocusPref
10,STL,1,0.2,1,hetAltLocusPref
10,STM,1,0.2,1,hetAltLocusPref
10,STH,1,0.2,1,hetAltLocusPref
10,STL,2,0.2,0.5,hetAltLocusPref
10,STM,2,0.2,0.56,hetAltLocusPref
10,STH,2,0.2,0.66,hetAltLocusPref
10,STL,3,0.2,0.44,hetAltLocusPref
10,STM,3,0.2,0.48,hetAltLocusPref
10,STH,3,0.2,0.54,hetAltLocusPref
10,STL,4,0.2,0.34,hetAltLocusPref
10,STM,4,0.2,0.5,hetAltLocusPref
10,STH,4,0.2,0.28,hetAltLocusPref
10,STL,5,0.2,0.34,hetAltLocusPref
10,STM,5,0.2,0.44,hetAltLocusPref
10,STH,5,0.2,0.28,hetAltLocusPref
10,STL,6,0.2,0.34,hetAltLocusPref
10,STM,6,0.2,0.44,hetAltLocusPref
10,STH,6,0.2,0.12,hetAltLocusPref
10,STL,7,0.2,0.38,hetAltLocusPref
10,STM,7,0.2,0.34,hetAltLocusPref
