replicate,pop,gen,disS,Fis,selModel
9,STL,1,0.6,-1,incompHetPrefSel
9,STM,1,0.6,-1,incompHetPrefSel
9,STH,1,0.6,-1,incompHetPrefSel
9,STL,2,0.6,-0.3025,incompHetPrefSel
9,STM,2,0.6,-0.3243,incompHetPrefSel
9,STH,2,0.6,-0.5223,incompHetPrefSel
9,STL,3,0.6,-0.3611,incompHetPrefSel
9,STM,3,0.6,-0.225,incompHetPrefSel
9,STH,3,0.6,-0.4083,incompHetPrefSel
9,STL,4,0.6,-0.3243,incompHetPrefSel
9,STM,4,0.6,-0.259,incompHetPrefSel
9,STH,4,0.6,-0.3872,incompHetPrefSel
9,STL,5,0.6,-0.4412,incompHetPrefSel
9,STM,5,0.6,-0.1964,incompHetPrefSel
9,STH,5,0.6,-0.4,incompHetPrefSel
9,STL,6,0.6,-0.4848,incompHetPrefSel
9,STM,6,0.6,-0.1807,incompHetPrefSel
9,STH,6,0.6,-0.4203,incompHetPrefSel
9,STL,7,0.6,-0.3803,incompHetPrefSel
9,STM,7,0.6,-0.1667,incompHetPrefSel
9,STH,7,0.6,-0.4627,incompHetPrefSel
9,STL,8,0.6,-0.3067,incompHetPrefSel
9,STM,8,0.6,-0.074,incompHetPrefSel
9,STH,8,0.6,-0.3803,incompHetPrefSel
9,STL,9,0.6,-0.1807,incompHetPrefSel
9,STM,9,0.6,-0.2895,incompHetPrefSel
9,STH,9,0.6,-0.3243,incompHetPrefSel
9,STL,10,0.6,-0.435,incompHetPrefSel
9,STM,10,0.6,-0.2405,incompHetPrefSel
9,STH,10,0.6,-0.3425,incompHetPrefSel
9,STL,11,0.6,-0.2171,incompHetPrefSel
9,STM,11,0.6,-0.2405,incompHetPrefSel
9,STH,11,0.6,-0.225,incompHetPrefSel
9,STL,12,0.6,-0.2379,incompHetPrefSel
9,STM,12,0.6,-0.1557,incompHetPrefSel
9,STH,12,0.6,-0.3469,incompHetPrefSel
9,STL,13,0.6,-0.1964,incompHetPrefSel
9,STM,13,0.6,-0.0946,incompHetPrefSel
