replicate,pop,gen,prefS,H0,selModel
8,STL,7,0.4,0.34,hetGenWidePref
8,STM,7,0.4,0.24,hetGenWidePref
8,STH,7,0.4,0.2,hetGenWidePref
8,STL,8,0.4,0.38,hetGenWidePref
8,STM,8,0.4,0.16,hetGenWidePref
8,STH,8,0.4,0.06,hetGenWidePref
8,STL,9,0.4,0.28,hetGenWidePref
8,STM,9,0.4,0.2,hetGenWidePref
8,STH,9,0.4,0.12,hetGenWidePref
8,STL,10,0.4,0.26,hetGenWidePref
8,STM,10,0.4,0.16,hetGenWidePref
8,STH,10,0.4,0.08,hetGenWidePref
8,STL,11,0.4,0.2,hetGenWidePref
8,STM,11,0.4,0.08,hetGenWidePref
8,STH,11,0.4,0,hetGenWidePref
8,STL,12,0.4,0.24,hetGenWidePref
8,STM,12,0.4,0.1,hetGenWidePref
8,STH,12,0.4,0,hetGenWidePref
8,STL,13,0.4,0.16,hetGenWidePref
8,STM,13,0.4,0.24,hetGenWidePref
8,STH,13,0.4,0,hetGenWidePref
8,STL,14,0.4,0.2,hetGenWidePref
8,STM,14,0.4,0.3,hetGenWidePref
8,STH,14,0.4,0,hetGenWidePref
8,STL,15,0.4,0.3,hetGenWidePref
8,STM,15,0.4,0.26,hetGenWidePref
8,STH,15,0.4,0,hetGenWidePref
8,STL,16,0.4,0.26,hetGenWidePref
8,STM,16,0.4,0.26,hetGenWidePref
8,STH,16,0.4,0,hetGenWidePref
8,STL,17,0.4,0.24,hetGenWidePref
8,STM,17,0.4,0.24,hetGenWidePref
8,STH,17,0.4,0,hetGenWidePref
8,STL,18,0.4,0.28,hetGenWidePref
8,STM,18,0.4,0.28,hetGenWidePref
8,STH,18,0.4,0,hetGenWidePref
8,STL,19,0.4,0.24,hetGenWidePref
8,STM,19,0.4,0.26,hetGenWidePref
8,STH,19,0.4,0,hetGenWidePref
8,STL,20,0.4,0.24,hetGenWidePref
8,STM,20,0.4,0.26,hetGenWidePref
8,STH,20,0.4,0,hetGenWidePref
9,STL,1,0.4,1,hetGenWidePref
9,STM,1,0.4,1,hetGenWidePref
9,STH,1,0.4,1,hetGenWidePref
9,STL,2,0.4,0.64,hetGenWidePref
9,STM,2,0.4,0.62,hetGenWidePref
9,STH,2,0.4,0.56,hetGenWidePref
9,STL,3,0.4,0.4,hetGenWidePref
9,STM,3,0.4,0.56,hetGenWidePref
9,STH,3,0.4,0.38,hetGenWidePref
9,STL,4,0.4,0.32,hetGenWidePref
9,STM,4,0.4,0.42,hetGenWidePref
9,STH,4,0.4,0.3,hetGenWidePref
9,STL,5,0.4,0.32,hetGenWidePref
9,STM,5,0.4,0.38,hetGenWidePref
9,STH,5,0.4,0.26,hetGenWidePref
9,STL,6,0.4,0.28,hetGenWidePref
9,STM,6,0.4,0.34,hetGenWidePref
9,STH,6,0.4,0.22,hetGenWidePref
9,STL,7,0.4,0.28,hetGenWidePref
9,STM,7,0.4,0.34,hetGenWidePref
9,STH,7,0.4,0.28,hetGenWidePref
9,STL,8,0.4,0.44,hetGenWidePref
