replicate,pop,gen,prefS,Fis,selModel
6,STM,17,0.6,-0.1395,hetGenWidePref
6,STH,17,0.6,-0.0103,hetGenWidePref
6,STL,18,0.6,0,hetGenWidePref
6,STM,18,0.6,0.0375,hetGenWidePref
6,STH,18,0.6,-0.0538,hetGenWidePref
6,STL,19,0.6,0,hetGenWidePref
6,STM,19,0.6,-0.1136,hetGenWidePref
6,STH,19,0.6,-0.0316,hetGenWidePref
6,STL,20,0.6,0,hetGenWidePref
6,STM,20,0.6,-0.0538,hetGenWidePref
6,STH,20,0.6,-0.0103,hetGenWidePref
7,STL,1,0.6,-1,hetGenWidePref
7,STM,1,0.6,-1,hetGenWidePref
7,STH,1,0.6,-1,hetGenWidePref
7,STL,2,0.6,-0.4425,hetGenWidePref
7,STM,2,0.6,-0.2775,hetGenWidePref
7,STH,2,0.6,-0.3243,hetGenWidePref
7,STL,3,0.6,-0.259,hetGenWidePref
7,STM,3,0.6,-0.2379,hetGenWidePref
7,STH,3,0.6,-0.3243,hetGenWidePref
7,STL,4,0.6,-0.1395,hetGenWidePref
7,STM,4,0.6,-0.2405,hetGenWidePref
7,STH,4,0.6,-0.2405,hetGenWidePref
7,STL,5,0.6,-0.1807,hetGenWidePref
7,STM,5,0.6,-0.1667,hetGenWidePref
7,STH,5,0.6,-0.3243,hetGenWidePref
7,STL,6,0.6,-0.1807,hetGenWidePref
7,STM,6,0.6,-0.1951,hetGenWidePref
7,STH,6,0.6,-0.1807,hetGenWidePref
7,STL,7,0.6,-0.2099,hetGenWidePref
7,STM,7,0.6,-0.1395,hetGenWidePref
7,STH,7,0.6,-0.1529,hetGenWidePref
7,STL,8,0.6,-0.1951,hetGenWidePref
7,STM,8,0.6,-0.1667,hetGenWidePref
7,STH,8,0.6,-0.0889,hetGenWidePref
7,STL,9,0.6,-0.1395,hetGenWidePref
7,STM,9,0.6,-0.1264,hetGenWidePref
7,STH,9,0.6,-0.0538,hetGenWidePref
7,STL,10,0.6,-0.1136,hetGenWidePref
7,STM,10,0.6,-0.1395,hetGenWidePref
7,STH,10,0.6,-0.0426,hetGenWidePref
7,STL,11,0.6,-0.1264,hetGenWidePref
7,STM,11,0.6,-0.0769,hetGenWidePref
7,STH,11,0.6,0,hetGenWidePref
7,STL,12,0.6,-0.1667,hetGenWidePref
7,STM,12,0.6,-0.1011,hetGenWidePref
7,STH,12,0.6,NaN,hetGenWidePref
7,STL,13,0.6,0.0375,hetGenWidePref
7,STM,13,0.6,-0.0652,hetGenWidePref
7,STH,13,0.6,NaN,hetGenWidePref
7,STL,14,0.6,-0.0769,hetGenWidePref
7,STM,14,0.6,-0.0426,hetGenWidePref
7,STH,14,0.6,NaN,hetGenWidePref
7,STL,15,0.6,-0.0208,hetGenWidePref
7,STM,15,0.6,-0.0538,hetGenWidePref
7,STH,15,0.6,NaN,hetGenWidePref
7,STL,16,0.6,-0.0208,hetGenWidePref
7,STM,16,0.6,-0.0652,hetGenWidePref
7,STH,16,0.6,NaN,hetGenWidePref
7,STL,17,0.6,-0.0103,hetGenWidePref
7,STM,17,0.6,-0.1011,hetGenWidePref
7,STH,17,0.6,NaN,hetGenWidePref
7,STL,18,0.6,-0.0103,hetGenWidePref
7,STM,18,0.6,-0.0652,hetGenWidePref
7,STH,18,0.6,NaN,hetGenWidePref
7,STL,19,0.6,0,hetGenWidePref
7,STM,19,0.6,-0.0538,hetGenWidePref
